,year,country origin,country destination,export_val
620,2000,Vietnam,COL,3231282.36
621,2000,Vietnam,ECU,133125.06
622,2000,Vietnam,GUY,36997.03
623,2000,Vietnam,PER,5130138.25
624,2000,Vietnam,PRY,1350328.18
625,2000,Vietnam,SUR,934612.74
626,2000,Vietnam,URY,826252.94
627,2000,Vietnam,VEN,2528233.06
628,2001,Vietnam,BDI,5345.46
629,2001,Vietnam,BEN,1136490.89
630,2001,Vietnam,BFA,96471.87
631,2001,Vietnam,CAF,27858.67
632,2001,Vietnam,CIV,162021.3
633,2001,Vietnam,COM,427021.9
634,2001,Vietnam,CPV,189180.22
635,2001,Vietnam,DZA,5361887.0
636,2001,Vietnam,EGY,1213346.31
637,2001,Vietnam,ETH,843057.88
638,2001,Vietnam,GAB,57075.77
639,2001,Vietnam,GHA,61353.83
640,2001,Vietnam,GIN,95185.97
641,2001,Vietnam,GMB,224838.05
642,2001,Vietnam,KEN,3537588.77
643,2001,Vietnam,MDG,173462.0
644,2001,Vietnam,MLI,448408.9
645,2001,Vietnam,MOZ,197322.71
646,2001,Vietnam,MRT,42007.92
647,2001,Vietnam,MUS,746606.25
648,2001,Vietnam,MWI,98248.35
649,2001,Vietnam,NER,126972.44
650,2001,Vietnam,NGA,6726027.01
651,2001,Vietnam,SDN,1561069.72
652,2001,Vietnam,SEN,211790.9
653,2001,Vietnam,TGO,828523.0
654,2001,Vietnam,TUN,1270255.77
655,2001,Vietnam,TZA,475211.94
656,2001,Vietnam,UGA,19673.0
657,2001,Vietnam,ZAF,1225584.29
658,2001,Vietnam,ZMB,46527.89
659,2001,Vietnam,AZE,155382.07
660,2001,Vietnam,BGD,24114242.13
661,2001,Vietnam,BHR,1356395.16
662,2001,Vietnam,BRN,45632.0
663,2001,Vietnam,CHN,139663597.2
664,2001,Vietnam,GEO,109661.0
665,2001,Vietnam,HKG,35539477.62
666,2001,Vietnam,IDN,2039762.78
667,2001,Vietnam,IND,3643195.49
668,2001,Vietnam,JPN,220848351.4
669,2001,Vietnam,KGZ,19250.0
670,2001,Vietnam,KHM,2548921.62
671,2001,Vietnam,KWT,29984.09
672,2001,Vietnam,LBN,21131491.72
673,2001,Vietnam,MAC,638286.0
674,2001,Vietnam,MYS,972455.63
675,2001,Vietnam,SAU,16064397.07
676,2001,Vietnam,SGP,2932455.33
677,2001,Vietnam,THA,23406266.88
678,2001,Vietnam,TUR,5339562.79
679,2001,Vietnam,ALB,378187.23
680,2001,Vietnam,AND,83448.77
681,2001,Vietnam,AUT,1820800.09
682,2001,Vietnam,BGR,2607115.76
683,2001,Vietnam,BLR,271862.3
684,2001,Vietnam,BLX,2874676.67
685,2001,Vietnam,CHE,805019.81
686,2001,Vietnam,CZE,488449.08
687,2001,Vietnam,DEU,22980726.1
688,2001,Vietnam,DNK,3666396.15
689,2001,Vietnam,ESP,12254393.0
690,2001,Vietnam,EST,143367.22
691,2001,Vietnam,FIN,193838.19
692,2001,Vietnam,FRA,9388773.57
693,2001,Vietnam,GBR,2023654.22
694,2001,Vietnam,GRC,150155.05
695,2001,Vietnam,HRV,564993.05
696,2001,Vietnam,HUN,508046.64
697,2001,Vietnam,IRL,8868038.8
698,2001,Vietnam,ITA,2521431.57
699,2001,Vietnam,LTU,1249832.26
700,2001,Vietnam,MDA,51300.63
701,2001,Vietnam,MKD,8007.0
702,2001,Vietnam,NLD,10724403.32
703,2001,Vietnam,POL,8268743.31
704,2001,Vietnam,PRT,1340.0
705,2001,Vietnam,ROU,859601.49
706,2001,Vietnam,RUS,16499444.35
707,2001,Vietnam,SVK,282860.93
708,2001,Vietnam,SVN,2493257.37
709,2001,Vietnam,SWE,1432293.4
710,2001,Vietnam,UKR,10743271.85
711,2001,Vietnam,YUG,191861.16
712,2001,Vietnam,BHS,148646.27
713,2001,Vietnam,BLZ,85948.83
714,2001,Vietnam,BRB,1457.0
715,2001,Vietnam,CAN,84319.42
716,2001,Vietnam,CRI,2952988.27
717,2001,Vietnam,CUB,2475875.41
718,2001,Vietnam,DMA,34443.38
719,2001,Vietnam,GRD,16407.12
720,2001,Vietnam,GTM,11414571.47
721,2001,Vietnam,HND,2609501.19
722,2001,Vietnam,JAM,965125.97
723,2001,Vietnam,KNA,25347.47
724,2001,Vietnam,LCA,283332.27
725,2001,Vietnam,MEX,90196330.56
726,2001,Vietnam,NIC,11907424.09
727,2001,Vietnam,SLV,162082.43
728,2001,Vietnam,TTO,1584378.94
729,2001,Vietnam,USA,26662.0
730,2001,Vietnam,VCT,31070.82
731,2001,Vietnam,AUS,2187840.21
732,2001,Vietnam,NCL,16748.0
733,2001,Vietnam,PNG,227243.37
734,2001,Vietnam,PYF,86079.67
735,2001,Vietnam,WLF,59769.07
736,2001,Vietnam,BOL,1110811.68
737,2001,Vietnam,BRA,61463495.45
738,2001,Vietnam,CHL,25379567.75
739,2001,Vietnam,COL,5614510.01
740,2001,Vietnam,ECU,9662310.72
741,2001,Vietnam,GUY,18056.09
742,2001,Vietnam,PER,1074760.98
743,2001,Vietnam,PRY,4680992.46
744,2001,Vietnam,SUR,1330154.21
745,2001,Vietnam,URY,1345514.35
746,2001,Vietnam,VEN,32145.0
747,2002,Vietnam,BEN,682903.35
748,2002,Vietnam,BFA,67086.9
749,2002,Vietnam,CAF,10134.0
750,2002,Vietnam,CIV,35982.58
751,2002,Vietnam,CMR,8924.36
752,2002,Vietnam,COM,284929.54
753,2002,Vietnam,CPV,11803.0
754,2002,Vietnam,DZA,10568952.0
755,2002,Vietnam,EGY,569947.51
756,2002,Vietnam,ETH,2068853.95
757,2002,Vietnam,GHA,44120.6
758,2002,Vietnam,GIN,790745.46
759,2002,Vietnam,KEN,2545119.48
760,2002,Vietnam,MDG,31483.99
761,2002,Vietnam,MLI,443054.09
762,2002,Vietnam,MOZ,170648.63
763,2002,Vietnam,MRT,83950.37
764,2002,Vietnam,MUS,472582.44
765,2002,Vietnam,NER,57753.77
766,2002,Vietnam,NGA,10455344.38
767,2002,Vietnam,SDN,583340.61
768,2002,Vietnam,SEN,94079.83
769,2002,Vietnam,TGO,258639.78
770,2002,Vietnam,TUN,1007171.34
771,2002,Vietnam,TZA,312113.93
772,2002,Vietnam,UGA,190525.91
773,2002,Vietnam,ZAF,1265218.64
774,2002,Vietnam,ZMB,4660.0
775,2002,Vietnam,AZE,8393.12
776,2002,Vietnam,BGD,18695931.26
777,2002,Vietnam,BHR,324313.67
778,2002,Vietnam,BRN,97091.16
779,2002,Vietnam,CHN,253114043.1
780,2002,Vietnam,GEO,371422.0
781,2002,Vietnam,HKG,21410467.8
782,2002,Vietnam,IDN,2709565.1
783,2002,Vietnam,IND,4769995.93
784,2002,Vietnam,IRN,57823.0
785,2002,Vietnam,ISR,2882.56
786,2002,Vietnam,JOR,107884.0
787,2002,Vietnam,JPN,231549532.4
788,2002,Vietnam,KGZ,1528.0
789,2002,Vietnam,KHM,1997873.36
790,2002,Vietnam,LBN,7272063.69
791,2002,Vietnam,LKA,97902.75
792,2002,Vietnam,MAC,7347.0
793,2002,Vietnam,MYS,22543.16
794,2002,Vietnam,SAU,61333936.07
795,2002,Vietnam,SGP,763871.75
796,2002,Vietnam,THA,42180515.42
797,2002,Vietnam,TUR,2380890.73
798,2002,Vietnam,ALB,575260.83
799,2002,Vietnam,AND,208738.0
800,2002,Vietnam,AUT,1345732.99
801,2002,Vietnam,BGR,2597776.75
802,2002,Vietnam,BLR,100340.93
803,2002,Vietnam,BLX,1511269.95
804,2002,Vietnam,CHE,892690.52
805,2002,Vietnam,CZE,879292.52
806,2002,Vietnam,DEU,28772159.7
807,2002,Vietnam,DNK,2955105.24
808,2002,Vietnam,ESP,10172489.42
809,2002,Vietnam,EST,66528.35
810,2002,Vietnam,FIN,27830.35
811,2002,Vietnam,FRA,6175598.15
812,2002,Vietnam,GBR,1689294.39
813,2002,Vietnam,GRC,181508.51
814,2002,Vietnam,HRV,562140.85
815,2002,Vietnam,HUN,1130879.83
816,2002,Vietnam,IRL,2290464.42
817,2002,Vietnam,ITA,3227353.37
818,2002,Vietnam,LTU,403925.56
819,2002,Vietnam,LVA,3406.0
820,2002,Vietnam,MDA,51361.11
821,2002,Vietnam,MKD,15791.52
822,2002,Vietnam,NLD,6095702.01
823,2002,Vietnam,POL,7978953.06
824,2002,Vietnam,PRT,21803.0
825,2002,Vietnam,ROU,1591750.62
826,2002,Vietnam,RUS,10823414.19
827,2002,Vietnam,SVK,827783.42
828,2002,Vietnam,SVN,1694042.53
829,2002,Vietnam,SWE,28823.12
830,2002,Vietnam,UKR,5842120.46
831,2002,Vietnam,YUG,476545.36
832,2002,Vietnam,BHS,15261.04
833,2002,Vietnam,BLZ,147656.0
834,2002,Vietnam,CAN,27034.51
835,2002,Vietnam,CRI,2090049.2
836,2002,Vietnam,CUB,1764575.07
837,2002,Vietnam,DMA,29740.51
838,2002,Vietnam,DOM,46923354.01
839,2002,Vietnam,HND,2956306.22
840,2002,Vietnam,JAM,943888.98
841,2002,Vietnam,KNA,6380.67
842,2002,Vietnam,MEX,33588094.07
843,2002,Vietnam,NIC,7146462.78
844,2002,Vietnam,SLV,2031851.43
845,2002,Vietnam,TTO,2284688.41
846,2002,Vietnam,USA,14684.0
847,2002,Vietnam,VCT,16651.98
848,2002,Vietnam,AUS,1632811.91
849,2002,Vietnam,FJI,44522.18
850,2002,Vietnam,NCL,167419.0
851,2002,Vietnam,PNG,15886.48
852,2002,Vietnam,PYF,17886.0
853,2002,Vietnam,WLF,118788.6
854,2002,Vietnam,WSM,70650.15
855,2002,Vietnam,ARG,10078.84
856,2002,Vietnam,BOL,1485198.69
857,2002,Vietnam,BRA,70872322.36
858,2002,Vietnam,CHL,10637957.55
859,2002,Vietnam,COL,4556580.52
860,2002,Vietnam,ECU,188373.44
861,2002,Vietnam,GUY,22982.03
862,2002,Vietnam,PER,11804790.62
863,2002,Vietnam,PRY,2923084.97
864,2002,Vietnam,SUR,662217.95
865,2002,Vietnam,URY,215191.31
866,2002,Vietnam,VEN,930358.57
867,2003,Vietnam,BEN,524670.35
868,2003,Vietnam,BFA,20449.44
869,2003,Vietnam,CAF,1375.0
870,2003,Vietnam,CIV,15198.0
871,2003,Vietnam,CMR,150067.09
872,2003,Vietnam,COM,396703.0
873,2003,Vietnam,CPV,60304.44
874,2003,Vietnam,DZA,4149270.0
875,2003,Vietnam,EGY,14523228.15
876,2003,Vietnam,ERI,28669.23
877,2003,Vietnam,ETH,1452518.15
878,2003,Vietnam,GAB,100471.46
879,2003,Vietnam,GHA,4073367.89
880,2003,Vietnam,KEN,2062412.05
881,2003,Vietnam,MDG,91242.2
882,2003,Vietnam,MLI,227359.0
883,2003,Vietnam,MOZ,47305.0
884,2003,Vietnam,MRT,66210.16
885,2003,Vietnam,MUS,918364.76
886,2003,Vietnam,NER,208166.06
887,2003,Vietnam,NGA,17613332.19
888,2003,Vietnam,SDN,177693.93
889,2003,Vietnam,SEN,302582.44
890,2003,Vietnam,STP,3100.0
891,2003,Vietnam,SYC,7156.0
892,2003,Vietnam,TGO,1750483.62
893,2003,Vietnam,TUN,930641.21
894,2003,Vietnam,TZA,364361.32
895,2003,Vietnam,UGA,93133.32
896,2003,Vietnam,ZAF,536418.87
897,2003,Vietnam,ZMB,13694.0
898,2003,Vietnam,ARM,54196.76
899,2003,Vietnam,AZE,588750.72
900,2003,Vietnam,BGD,6632194.98
901,2003,Vietnam,BRN,5529.3
902,2003,Vietnam,CHN,373113955.1
903,2003,Vietnam,GEO,52010.0
904,2003,Vietnam,HKG,15992750.25
905,2003,Vietnam,IDN,394712.42
906,2003,Vietnam,IND,1003346.36
907,2003,Vietnam,JOR,524934.0
908,2003,Vietnam,JPN,171246309.7
909,2003,Vietnam,KGZ,32570.33
910,2003,Vietnam,KHM,2456793.34
911,2003,Vietnam,LBN,3750006.33
912,2003,Vietnam,LKA,62356.64
913,2003,Vietnam,MNG,50333.0
914,2003,Vietnam,MYS,33084.41
915,2003,Vietnam,NPL,1162500.79
916,2003,Vietnam,PAK,12468.91
917,2003,Vietnam,PHL,1358.0
918,2003,Vietnam,SAU,3600.0
919,2003,Vietnam,SGP,941781.49
920,2003,Vietnam,SYR,530670.7
921,2003,Vietnam,THA,49037954.31
922,2003,Vietnam,TUR,2419341.43
923,2003,Vietnam,ALB,322882.13
924,2003,Vietnam,AND,82357.0
925,2003,Vietnam,AUT,1453533.02
926,2003,Vietnam,BGR,2491235.21
927,2003,Vietnam,BIH,1020432.57
928,2003,Vietnam,BLR,76943.3
929,2003,Vietnam,BLX,1369019.0
930,2003,Vietnam,CHE,875065.66
931,2003,Vietnam,CZE,2731002.36
932,2003,Vietnam,DEU,21699164.58
933,2003,Vietnam,DNK,2170445.68
934,2003,Vietnam,ESP,8391461.1
935,2003,Vietnam,EST,219913.95
936,2003,Vietnam,FIN,390965.87
937,2003,Vietnam,FRA,7738581.67
938,2003,Vietnam,GBR,281625.78
939,2003,Vietnam,GRC,80464.0
940,2003,Vietnam,HRV,1027029.83
941,2003,Vietnam,HUN,1740958.64
942,2003,Vietnam,IRL,6332249.59
943,2003,Vietnam,ITA,3531560.06
944,2003,Vietnam,LTU,420696.22
945,2003,Vietnam,LVA,5727.0
946,2003,Vietnam,MDA,25278.3
947,2003,Vietnam,MKD,49994.0
948,2003,Vietnam,NLD,2139821.49
949,2003,Vietnam,POL,5738267.21
950,2003,Vietnam,PRT,16086.0
951,2003,Vietnam,ROU,2765259.14
952,2003,Vietnam,RUS,2906913.56
953,2003,Vietnam,SVK,1714475.35
954,2003,Vietnam,SVN,3600915.4
955,2003,Vietnam,SWE,365982.23
956,2003,Vietnam,UKR,5348743.0
957,2003,Vietnam,BLZ,75094.52
958,2003,Vietnam,BRB,43884.16
959,2003,Vietnam,CAN,39180.91
960,2003,Vietnam,CRI,1667381.02
961,2003,Vietnam,CUB,6151956.26
962,2003,Vietnam,DMA,17979.53
963,2003,Vietnam,DOM,14747317.31
964,2003,Vietnam,GRD,4765.0
965,2003,Vietnam,GRL,28369.0
966,2003,Vietnam,HND,5468134.15
967,2003,Vietnam,JAM,727877.11
968,2003,Vietnam,KNA,37420.94
969,2003,Vietnam,MEX,24118898.33
970,2003,Vietnam,NIC,4882052.28
971,2003,Vietnam,SLV,4599474.28
972,2003,Vietnam,TTO,2114994.83
973,2003,Vietnam,USA,62972.0
974,2003,Vietnam,VCT,26309.07
975,2003,Vietnam,AUS,6571165.1
976,2003,Vietnam,FJI,109575.28
977,2003,Vietnam,NCL,271828.99
978,2003,Vietnam,PNG,20417.6
979,2003,Vietnam,PYF,55056.91
980,2003,Vietnam,WLF,91968.32
981,2003,Vietnam,WSM,53194.11
982,2003,Vietnam,BOL,636988.15
983,2003,Vietnam,BRA,64850962.38
984,2003,Vietnam,CHL,3385427.51
985,2003,Vietnam,COL,18008492.1
986,2003,Vietnam,GUY,99904.0
987,2003,Vietnam,PER,1938755.57
988,2003,Vietnam,PRY,3596381.91
989,2003,Vietnam,SUR,1842954.97
990,2003,Vietnam,URY,223967.74
991,2004,Vietnam,BEN,444240.92
992,2004,Vietnam,BFA,925855.24
993,2004,Vietnam,CAF,139691.15
994,2004,Vietnam,CIV,277322.81
995,2004,Vietnam,CMR,102927.74
996,2004,Vietnam,COM,218003.11
997,2004,Vietnam,DZA,9839247.0
998,2004,Vietnam,EGY,18878129.2
999,2004,Vietnam,ETH,122363.79
1000,2004,Vietnam,GAB,556063.33
1001,2004,Vietnam,GIN,227003.12
1002,2004,Vietnam,GNB,71363.75
1003,2004,Vietnam,KEN,2767269.05
1004,2004,Vietnam,MDG,250216.61
1005,2004,Vietnam,MLI,199087.9
1006,2004,Vietnam,MOZ,40233.55
1007,2004,Vietnam,MRT,78186.0
1008,2004,Vietnam,MUS,1307264.63
1009,2004,Vietnam,MWI,238381.0
1010,2004,Vietnam,NER,39193.53
1011,2004,Vietnam,SDN,708512.45
1012,2004,Vietnam,SEN,278840.5
1013,2004,Vietnam,STP,15629.13
1014,2004,Vietnam,SYC,1072102.11
1015,2004,Vietnam,TGO,237518.27
1016,2004,Vietnam,TUN,977419.84
1017,2004,Vietnam,TZA,411677.59
1018,2004,Vietnam,UGA,240906.43
1019,2004,Vietnam,ZAF,939673.58
1020,2004,Vietnam,ZMB,64979.64
1021,2004,Vietnam,ZWE,564553.1
1022,2004,Vietnam,AZE,152060.47
1023,2004,Vietnam,BGD,8370726.09
1024,2004,Vietnam,BRN,115492.11
1025,2004,Vietnam,CHN,549498793.9
1026,2004,Vietnam,CYP,336421.79
1027,2004,Vietnam,GEO,42835.0
1028,2004,Vietnam,HKG,19924751.48
1029,2004,Vietnam,IDN,6336767.33
1030,2004,Vietnam,IND,1472765.1
1031,2004,Vietnam,ISR,1000.0
1032,2004,Vietnam,JOR,219166.0
1033,2004,Vietnam,JPN,161233484.8
1034,2004,Vietnam,KGZ,17686.62
1035,2004,Vietnam,KHM,1111041.0
1036,2004,Vietnam,LBN,7591929.14
1037,2004,Vietnam,LKA,48469.55
1038,2004,Vietnam,MAC,7660.0
1039,2004,Vietnam,MNG,12268.18
1040,2004,Vietnam,MYS,12139.97
1041,2004,Vietnam,OMN,6689.0
1042,2004,Vietnam,PAK,9381883.79
1043,2004,Vietnam,SGP,1497429.12
1044,2004,Vietnam,THA,89044391.62
1045,2004,Vietnam,TUR,4999956.07
1046,2004,Vietnam,YEM,8421639.84
1047,2004,Vietnam,ALB,697751.82
1048,2004,Vietnam,AND,165773.0
1049,2004,Vietnam,AUT,1294115.32
1050,2004,Vietnam,BGR,2947802.92
1051,2004,Vietnam,BIH,494933.12
1052,2004,Vietnam,BLR,1832643.22
1053,2004,Vietnam,BLX,4980777.03
1054,2004,Vietnam,CHE,1004254.17
1055,2004,Vietnam,CZE,10292695.45
1056,2004,Vietnam,DEU,21748074.78
1057,2004,Vietnam,DNK,2157736.56
1058,2004,Vietnam,ESP,6615438.59
1059,2004,Vietnam,EST,625285.6
1060,2004,Vietnam,FIN,5697.0
1061,2004,Vietnam,FRA,26840106.72
1062,2004,Vietnam,GBR,657531.86
1063,2004,Vietnam,GRC,2690869.79
1064,2004,Vietnam,HRV,625213.56
1065,2004,Vietnam,HUN,404000.0
1066,2004,Vietnam,IRL,8942402.77
1067,2004,Vietnam,ITA,3886972.99
1068,2004,Vietnam,LTU,80623.0
1069,2004,Vietnam,MDA,24813.09
1070,2004,Vietnam,MKD,272942.06
1071,2004,Vietnam,NLD,8035891.67
1072,2004,Vietnam,POL,6915368.13
1073,2004,Vietnam,PRT,82440.1
1074,2004,Vietnam,ROU,1394484.07
1075,2004,Vietnam,RUS,4690071.79
1076,2004,Vietnam,SVK,450132.1
1077,2004,Vietnam,SVN,7385601.5
1078,2004,Vietnam,SWE,214791.61
1079,2004,Vietnam,UKR,2114187.93
1080,2004,Vietnam,YUG,1706277.02
1081,2004,Vietnam,BRB,6835.0
1082,2004,Vietnam,CAN,10814.0
1083,2004,Vietnam,CRI,3166582.81
1084,2004,Vietnam,CUB,13024545.04
1085,2004,Vietnam,DMA,1757.66
1086,2004,Vietnam,DOM,15426781.35
1087,2004,Vietnam,GRD,110145.12
1088,2004,Vietnam,GTM,2449484.7
1089,2004,Vietnam,HND,2512595.43
1090,2004,Vietnam,JAM,401058.27
1091,2004,Vietnam,KNA,32354.03
1092,2004,Vietnam,MEX,45996460.18
1093,2004,Vietnam,NIC,8677527.16
1094,2004,Vietnam,SLV,4871167.91
1095,2004,Vietnam,TTO,1179276.55
1096,2004,Vietnam,USA,1500879.0
1097,2004,Vietnam,VCT,4561.0
1098,2004,Vietnam,AUS,6319449.6
1099,2004,Vietnam,FJI,226749.25
1100,2004,Vietnam,NCL,61501.0
1101,2004,Vietnam,PNG,22192.63
1102,2004,Vietnam,PYF,4168.0
1103,2004,Vietnam,WLF,301051.64
1104,2004,Vietnam,WSM,98065.92
1105,2004,Vietnam,ARG,24104.87
1106,2004,Vietnam,BOL,669570.0
1107,2004,Vietnam,BRA,69139594.33
1108,2004,Vietnam,CHL,584752.86
1109,2004,Vietnam,COL,12983309.27
1110,2004,Vietnam,PER,1710453.37
1111,2004,Vietnam,PRY,8220108.43
1112,2004,Vietnam,SUR,1461277.68
1113,2004,Vietnam,URY,461609.65
1114,2004,Vietnam,VEN,259947.0
1115,2005,Vietnam,BDI,26071.46
1116,2005,Vietnam,BEN,2727503.44
1117,2005,Vietnam,BFA,155266.39
1118,2005,Vietnam,CAF,43679.17
1119,2005,Vietnam,CIV,284648.61
1120,2005,Vietnam,CMR,18444.93
1121,2005,Vietnam,COM,180153.07
1122,2005,Vietnam,CPV,91694.0
1123,2005,Vietnam,DZA,6035042.0
1124,2005,Vietnam,EGY,9354960.96
1125,2005,Vietnam,ETH,5607452.0
1126,2005,Vietnam,GAB,1239804.03
1127,2005,Vietnam,GHA,871937.82
1128,2005,Vietnam,GIN,436431.35
1129,2005,Vietnam,GNB,56482.71
1130,2005,Vietnam,KEN,3872108.14
1131,2005,Vietnam,MDG,44142.71
1132,2005,Vietnam,MLI,1022059.85
1133,2005,Vietnam,MOZ,505219.57
1134,2005,Vietnam,MRT,75414.95
1135,2005,Vietnam,MUS,1514710.21
1136,2005,Vietnam,MWI,50265.39
1137,2005,Vietnam,NER,149302.0
1138,2005,Vietnam,RWA,188291.5
1139,2005,Vietnam,SDN,324316.83
1140,2005,Vietnam,SEN,277732.86
1141,2005,Vietnam,SYC,1283672.06
1142,2005,Vietnam,TGO,881933.59
1143,2005,Vietnam,TUN,1836347.44
1144,2005,Vietnam,TZA,55445.42
1145,2005,Vietnam,UGA,3531834.47
1146,2005,Vietnam,ZAF,10328556.0
1147,2005,Vietnam,ZMB,311963.07
1148,2005,Vietnam,ZWE,62261.03
1149,2005,Vietnam,ARE,998678.43
1150,2005,Vietnam,AZE,691514.36
1151,2005,Vietnam,BGD,5706482.62
1152,2005,Vietnam,CHN,453596051.6
1153,2005,Vietnam,CYP,1403991.16
1154,2005,Vietnam,GEO,93812.0
1155,2005,Vietnam,HKG,14375300.21
1156,2005,Vietnam,IDN,8102025.24
1157,2005,Vietnam,IND,8071326.81
1158,2005,Vietnam,IRN,516713.69
1159,2005,Vietnam,JOR,211670.0
1160,2005,Vietnam,JPN,128286955.2
1161,2005,Vietnam,KAZ,1613799.72
1162,2005,Vietnam,KGZ,973958.18
1163,2005,Vietnam,KHM,3276940.14
1164,2005,Vietnam,LBN,7528126.96
1165,2005,Vietnam,LKA,41021.0
1166,2005,Vietnam,MAC,106805.0
1167,2005,Vietnam,MNG,32773.71
1168,2005,Vietnam,MYS,134363.35
1169,2005,Vietnam,PAK,12063239.79
1170,2005,Vietnam,QAT,21155705.79
1171,2005,Vietnam,SAU,35421929.12
1172,2005,Vietnam,SGP,6441628.63
1173,2005,Vietnam,SYR,782304.9
1174,2005,Vietnam,THA,130178155.4
1175,2005,Vietnam,TLS,4071.0
1176,2005,Vietnam,TUR,2773190.98
1177,2005,Vietnam,YEM,2393902.38
1178,2005,Vietnam,ALB,358094.75
1179,2005,Vietnam,AUT,722096.16
1180,2005,Vietnam,BGR,4564067.52
1181,2005,Vietnam,BIH,804538.14
1182,2005,Vietnam,BLR,2067537.45
1183,2005,Vietnam,BLX,349783.36
1184,2005,Vietnam,CHE,1318701.34
1185,2005,Vietnam,CZE,4123707.9
1186,2005,Vietnam,DEU,27811902.63
1187,2005,Vietnam,DNK,1692727.37
1188,2005,Vietnam,ESP,13740842.04
1189,2005,Vietnam,EST,263091.3
1190,2005,Vietnam,FIN,156347.0
1191,2005,Vietnam,FRA,29832615.19
1192,2005,Vietnam,GBR,1797558.56
1193,2005,Vietnam,GRC,883103.12
1194,2005,Vietnam,HRV,462519.27
1195,2005,Vietnam,HUN,270000.0
1196,2005,Vietnam,IRL,9211811.07
1197,2005,Vietnam,ITA,683738.34
1198,2005,Vietnam,LTU,33283.84
1199,2005,Vietnam,MDA,34050.04
1200,2005,Vietnam,MKD,664131.04
1201,2005,Vietnam,NLD,3579322.19
1202,2005,Vietnam,POL,29448810.2
1203,2005,Vietnam,PRT,36223.0
1204,2005,Vietnam,ROU,2354233.45
1205,2005,Vietnam,RUS,6810603.72
1206,2005,Vietnam,SRB,1533131.58
1207,2005,Vietnam,SVK,355983.19
1208,2005,Vietnam,SVN,4051881.78
1209,2005,Vietnam,SWE,212713.0
1210,2005,Vietnam,UKR,2071364.67
1211,2005,Vietnam,ATG,1311463.26
1212,2005,Vietnam,BRB,1127107.52
1213,2005,Vietnam,CAN,20427.42
1214,2005,Vietnam,CRI,2205486.27
1215,2005,Vietnam,CUB,2912519.04
1216,2005,Vietnam,DMA,3939.0
1217,2005,Vietnam,DOM,55647836.39
1218,2005,Vietnam,GRD,65306.77
1219,2005,Vietnam,GTM,8319501.57
1220,2005,Vietnam,HND,6001420.51
1221,2005,Vietnam,JAM,1713583.36
1222,2005,Vietnam,KNA,23827.15
1223,2005,Vietnam,MEX,66982862.5
1224,2005,Vietnam,NIC,5670137.44
1225,2005,Vietnam,SLV,6382091.31
1226,2005,Vietnam,TTO,3365161.99
1227,2005,Vietnam,USA,3289.0
1228,2005,Vietnam,VCT,77670.63
1229,2005,Vietnam,AUS,9741221.81
1230,2005,Vietnam,FJI,140692.24
1231,2005,Vietnam,NCL,799499.69
