year,country_origin_id,country_destination_id,hs92_product_id,export_val,export_val_pct
1995,VNM,BFA,ALL,67177.77,0.00%
1995,VNM,CAF,ALL,514674.15,0.00%
1995,VNM,CIV,ALL,58011.71,0.00%
1995,VNM,CMR,ALL,97669,0.00%
1995,VNM,COG,ALL,24018.39,0.00%
1995,VNM,DZA,ALL,3045918,0.01%
1995,VNM,EGY,ALL,2004172.01,0.01%
1995,VNM,ETH,ALL,6721108.07,0.02%
1995,VNM,GIN,ALL,501237.81,0.00%
1995,VNM,MDG,ALL,58962.92,0.00%
1995,VNM,MUS,ALL,1735714.92,0.01%
1995,VNM,NER,ALL,59760.85,0.00%
1995,VNM,SDN,ALL,1379844.58,0.00%
1995,VNM,SYC,ALL,10551,0.00%
1995,VNM,TCD,ALL,63364.31,0.00%
1995,VNM,TGO,ALL,270465.31,0.00%
1995,VNM,TUN,ALL,1369375.58,0.00%
1995,VNM,TZA,ALL,148144.85,0.00%
1995,VNM,UGA,ALL,1103468.68,0.00%
1995,VNM,ZAF,ALL,1086686,0.00%
1995,VNM,ZMB,ALL,498829.15,0.00%
1995,VNM,ZWE,ALL,3461937.03,0.01%
1995,VNM,BGD,ALL,356926.28,0.00%
1995,VNM,CHN,ALL,58936545.91,0.17%
1995,VNM,HKG,ALL,31827160.99,0.09%
1995,VNM,IDN,ALL,25947698.89,0.08%
1995,VNM,IND,ALL,33478005.23,0.10%
1995,VNM,JOR,ALL,50046.5,0.00%
1995,VNM,JPN,ALL,329282342.5,0.95%
1995,VNM,KGZ,ALL,325299,0.00%
1995,VNM,KOR,ALL,1436899.4,0.00%
1995,VNM,MAC,ALL,41018,0.00%
1995,VNM,MDV,ALL,81002.96,0.00%
1995,VNM,MYS,ALL,438410.88,0.00%
1995,VNM,SAU,ALL,37505702.62,0.11%
1995,VNM,SGP,ALL,775952.31,0.00%
1995,VNM,THA,ALL,2995924.5,0.01%
1995,VNM,TUR,ALL,567111.05,0.00%
1995,VNM,AND,ALL,59863,0.00%
1995,VNM,BLX,ALL,2693997.82,0.01%
1995,VNM,CHE,ALL,1039014.26,0.00%
1995,VNM,CZE,ALL,732661.84,0.00%
1995,VNM,DEU,ALL,38899053.18,0.11%
1995,VNM,DNK,ALL,1280768.28,0.00%
1995,VNM,ESP,ALL,3417359.24,0.01%
1995,VNM,EST,ALL,266491.63,0.00%
1995,VNM,FIN,ALL,94373,0.00%
1995,VNM,FRA,ALL,20920630.19,0.06%
1995,VNM,GBR,ALL,259318.06,0.00%
1995,VNM,GRC,ALL,2003022.53,0.01%
1995,VNM,HRV,ALL,205958.55,0.00%
1995,VNM,HUN,ALL,320539.93,0.00%
1995,VNM,IRL,ALL,4456019.39,0.01%
1995,VNM,ISL,ALL,33545,0.00%
1995,VNM,ITA,ALL,3697789.73,0.01%
1995,VNM,LTU,ALL,46311.35,0.00%
1995,VNM,LVA,ALL,1807154.58,0.01%
1995,VNM,MDA,ALL,1488,0.00%
1995,VNM,NLD,ALL,2874529.18,0.01%
1995,VNM,NOR,ALL,7999.03,0.00%
1995,VNM,POL,ALL,11586403.81,0.03%
1995,VNM,PRT,ALL,79689,0.00%
1995,VNM,ROU,ALL,139294.09,0.00%
1995,VNM,SVK,ALL,705910.28,0.00%
1995,VNM,SVN,ALL,134167.01,0.00%
1995,VNM,SWE,ALL,847942.11,0.00%
1995,VNM,CAN,ALL,377082.18,0.00%
1995,VNM,CRI,ALL,2588843.9,0.01%
1995,VNM,GRD,ALL,15859.6,0.00%
1995,VNM,GRL,ALL,16753.61,0.00%
1995,VNM,GTM,ALL,837038.14,0.00%
1995,VNM,HND,ALL,8123835.9,0.02%
1995,VNM,KNA,ALL,186851.89,0.00%
1995,VNM,LCA,ALL,548558.8,0.00%
1995,VNM,MEX,ALL,193657174.8,0.56%
1995,VNM,NIC,ALL,184852.02,0.00%
1995,VNM,TTO,ALL,583051.97,0.00%
1995,VNM,AUS,ALL,360760.63,0.00%
1995,VNM,NZL,ALL,10112.6,0.00%
1995,VNM,BOL,ALL,292773,0.00%
1995,VNM,BRA,ALL,4444460.25,0.01%
1995,VNM,CHL,ALL,478202.83,0.00%
1995,VNM,COL,ALL,4173808.59,0.01%
1995,VNM,PER,ALL,519383.4,0.00%
1995,VNM,SUR,ALL,1196006.77,0.00%
1995,VNM,URY,ALL,51779.67,0.00%
1995,VNM,VEN,ALL,32480.7,0.00%
1996,VNM,BFA,ALL,141525.02,0.00%
1996,VNM,CAF,ALL,295472.22,0.00%
1996,VNM,CIV,ALL,57674.74,0.00%
1996,VNM,CMR,ALL,1797,0.00%
1996,VNM,DZA,ALL,2230352,0.01%
1996,VNM,EGY,ALL,230149.25,0.00%
1996,VNM,GAB,ALL,143787.68,0.00%
1996,VNM,GHA,ALL,3637798.17,0.01%
1996,VNM,GIN,ALL,382235.08,0.00%
1996,VNM,GMB,ALL,34687.44,0.00%
1996,VNM,MDG,ALL,382291.5,0.00%
1996,VNM,MLI,ALL,212973.78,0.00%
1996,VNM,MUS,ALL,2135456.44,0.01%
1996,VNM,NER,ALL,25112.05,0.00%
1996,VNM,NGA,ALL,2073982.63,0.01%
1996,VNM,SDN,ALL,557246.68,0.00%
1996,VNM,SEN,ALL,49023.62,0.00%
1996,VNM,SYC,ALL,2611,0.00%
1996,VNM,TGO,ALL,346755.88,0.00%
1996,VNM,TUN,ALL,587915.94,0.00%
1996,VNM,TZA,ALL,76247.21,0.00%
1996,VNM,UGA,ALL,824660.95,0.00%
1996,VNM,ZAF,ALL,1614320,0.00%
1996,VNM,AZE,ALL,11699,0.00%
1996,VNM,BGD,ALL,19507587.17,0.06%
1996,VNM,CHN,ALL,61753457.85,0.18%
1996,VNM,GEO,ALL,1205312,0.00%
1996,VNM,HKG,ALL,46278571.76,0.13%
1996,VNM,IDN,ALL,29993562.4,0.09%
1996,VNM,IND,ALL,26675324.23,0.08%
1996,VNM,JPN,ALL,281380797.4,0.81%
1996,VNM,KGZ,ALL,184398,0.00%
1996,VNM,MAC,ALL,12953.29,0.00%
1996,VNM,MDV,ALL,77614.68,0.00%
1996,VNM,MNG,ALL,101699,0.00%
1996,VNM,MYS,ALL,412131.3,0.00%
1996,VNM,SAU,ALL,38024293.23,0.11%
1996,VNM,SGP,ALL,3799600.23,0.01%
1996,VNM,THA,ALL,1135261.54,0.00%
1996,VNM,ALB,ALL,80817.85,0.00%
1996,VNM,AND,ALL,134099.45,0.00%
1996,VNM,AUT,ALL,2652534.27,0.01%
1996,VNM,BGR,ALL,2470874.33,0.01%
1996,VNM,BLX,ALL,327924.72,0.00%
1996,VNM,CHE,ALL,733842.45,0.00%
1996,VNM,CZE,ALL,947088.3,0.00%
1996,VNM,DEU,ALL,41751341.66,0.12%
1996,VNM,DNK,ALL,743641.83,0.00%
1996,VNM,ESP,ALL,19674681.3,0.06%
1996,VNM,EST,ALL,155157.88,0.00%
1996,VNM,FIN,ALL,24723,0.00%
1996,VNM,FRA,ALL,29697024.52,0.09%
1996,VNM,GBR,ALL,352135,0.00%
1996,VNM,GRC,ALL,653671.19,0.00%
1996,VNM,HRV,ALL,232241.85,0.00%
1996,VNM,HUN,ALL,272695.57,0.00%
1996,VNM,IRL,ALL,5049804.84,0.02%
1996,VNM,ITA,ALL,1234172.12,0.00%
1996,VNM,LTU,ALL,32069.11,0.00%
1996,VNM,LVA,ALL,1665392.29,0.00%
1996,VNM,MDA,ALL,51983.1,0.00%
1996,VNM,MKD,ALL,15178,0.00%
1996,VNM,NLD,ALL,3631325.56,0.01%
1996,VNM,POL,ALL,8489860.54,0.02%
1996,VNM,PRT,ALL,47030.25,0.00%
1996,VNM,ROU,ALL,140247.9,0.00%
1996,VNM,RUS,ALL,28604151.53,0.08%
1996,VNM,SVK,ALL,799625.43,0.00%
1996,VNM,SVN,ALL,2253200.09,0.01%
1996,VNM,SWE,ALL,874435.98,0.00%
1996,VNM,UKR,ALL,2923831.1,0.01%
1996,VNM,YUG,ALL,56949.21,0.00%
1996,VNM,CAN,ALL,3140,0.00%
1996,VNM,CRI,ALL,2683112.28,0.01%
1996,VNM,DMA,ALL,1973.83,0.00%
1996,VNM,GRD,ALL,50173.19,0.00%
1996,VNM,GRL,ALL,6591,0.00%
1996,VNM,GTM,ALL,701900.8,0.00%
1996,VNM,HND,ALL,7017765.64,0.02%
1996,VNM,JAM,ALL,1466726.09,0.00%
1996,VNM,KNA,ALL,237676.99,0.00%
1996,VNM,LCA,ALL,369999.85,0.00%
1996,VNM,MEX,ALL,116976842.4,0.34%
1996,VNM,NIC,ALL,1930947.46,0.01%
1996,VNM,SLV,ALL,2272173.11,0.01%
1996,VNM,TTO,ALL,923969.57,0.00%
1996,VNM,AUS,ALL,482490.72,0.00%
1996,VNM,NZL,ALL,4084.98,0.00%
1996,VNM,PYF,ALL,281807.65,0.00%
1996,VNM,BOL,ALL,448635.66,0.00%
1996,VNM,BRA,ALL,3135928.91,0.01%
1996,VNM,CHL,ALL,479307.05,0.00%
1996,VNM,COL,ALL,3440221.78,0.01%
1996,VNM,ECU,ALL,23961796.66,0.07%
1996,VNM,PER,ALL,1685989.98,0.00%
1996,VNM,SUR,ALL,2750121.51,0.01%
1996,VNM,URY,ALL,397684.36,0.00%
1996,VNM,VEN,ALL,3457741.1,0.01%
1997,VNM,BFA,ALL,218335.84,0.00%
1997,VNM,CAF,ALL,167318.18,0.00%
1997,VNM,CIV,ALL,119240.28,0.00%
1997,VNM,CMR,ALL,184486.4,0.00%
1997,VNM,DZA,ALL,2131450,0.01%
1997,VNM,EGY,ALL,50271.31,0.00%
1997,VNM,ETH,ALL,2826772.99,0.01%
1997,VNM,GAB,ALL,409525.01,0.00%
1997,VNM,GHA,ALL,6049019.84,0.02%
1997,VNM,GIN,ALL,292672.76,0.00%
1997,VNM,GMB,ALL,210458.07,0.00%
1997,VNM,KEN,ALL,51494,0.00%
1997,VNM,MDG,ALL,306020.83,0.00%
1997,VNM,MLI,ALL,211223.97,0.00%
1997,VNM,MUS,ALL,707128.85,0.00%
1997,VNM,NER,ALL,33743.3,0.00%
1997,VNM,NGA,ALL,488735.12,0.00%
1997,VNM,SDN,ALL,733665.83,0.00%
1997,VNM,SEN,ALL,109990.35,0.00%
1997,VNM,TGO,ALL,270162.2,0.00%
1997,VNM,TUN,ALL,1696625.18,0.00%
1997,VNM,TZA,ALL,267330.2,0.00%
1997,VNM,UGA,ALL,322290.4,0.00%
1997,VNM,ZAF,ALL,2424829,0.01%
1997,VNM,AZE,ALL,7159,0.00%
1997,VNM,BGD,ALL,43717006.42,0.13%
1997,VNM,BRN,ALL,299924.6,0.00%
1997,VNM,CHN,ALL,108174875.4,0.31%
1997,VNM,GEO,ALL,1160311,0.00%
1997,VNM,HKG,ALL,173010976.4,0.50%
1997,VNM,IDN,ALL,7141719.74,0.02%
1997,VNM,IND,ALL,53204514.59,0.15%
1997,VNM,IRN,ALL,1097288.62,0.00%
1997,VNM,JPN,ALL,290201956.3,0.83%
1997,VNM,KOR,ALL,331839.95,0.00%
1997,VNM,LBN,ALL,82924479.03,0.24%
1997,VNM,MAC,ALL,5178541,0.02%
1997,VNM,MDV,ALL,310211.6,0.00%
1997,VNM,MNG,ALL,14277.59,0.00%
1997,VNM,MYS,ALL,270087.38,0.00%
1997,VNM,SGP,ALL,2975449.65,0.01%
1997,VNM,THA,ALL,9348539.39,0.03%
1997,VNM,ALB,ALL,34624,0.00%
1997,VNM,AND,ALL,55795.77,0.00%
1997,VNM,AUT,ALL,1571092.13,0.00%
1997,VNM,BGR,ALL,3377673.65,0.01%
1997,VNM,BLX,ALL,762848.51,0.00%
1997,VNM,CHE,ALL,653136.28,0.00%
1997,VNM,CZE,ALL,1033552.24,0.00%
1997,VNM,DEU,ALL,43354292.32,0.12%
1997,VNM,DNK,ALL,900801.64,0.00%
1997,VNM,ESP,ALL,10342328.85,0.03%
1997,VNM,EST,ALL,31051.89,0.00%
1997,VNM,FIN,ALL,65921,0.00%
1997,VNM,FRA,ALL,25171894.39,0.07%
1997,VNM,GBR,ALL,724235.88,0.00%
1997,VNM,GRC,ALL,301059.13,0.00%
1997,VNM,HRV,ALL,318876.67,0.00%
1997,VNM,HUN,ALL,182791.95,0.00%
1997,VNM,IRL,ALL,2766382.5,0.01%
1997,VNM,ITA,ALL,1336677.83,0.00%
1997,VNM,LTU,ALL,245372.72,0.00%
1997,VNM,LVA,ALL,811670.13,0.00%
1997,VNM,MKD,ALL,20187,0.00%
1997,VNM,NLD,ALL,3569425.47,0.01%
1997,VNM,NOR,ALL,155877.81,0.00%
1997,VNM,POL,ALL,6391657.71,0.02%
1997,VNM,PRT,ALL,10983.22,0.00%
1997,VNM,ROU,ALL,128879.55,0.00%
1997,VNM,RUS,ALL,16914836.17,0.05%
1997,VNM,SVK,ALL,753118.39,0.00%
1997,VNM,SVN,ALL,4358154.63,0.01%
1997,VNM,SWE,ALL,66992.88,0.00%
1997,VNM,UKR,ALL,2277407.09,0.01%
1997,VNM,YUG,ALL,78000,0.00%
1997,VNM,BHS,ALL,86815.18,0.00%
1997,VNM,BRB,ALL,14005.61,0.00%
1997,VNM,CAN,ALL,86511.43,0.00%
1997,VNM,CRI,ALL,4112871.38,0.01%
1997,VNM,GRD,ALL,46985,0.00%
1997,VNM,GRL,ALL,2806,0.00%
1997,VNM,GTM,ALL,1604364.5,0.00%
1997,VNM,HND,ALL,6773628.1,0.02%
1997,VNM,JAM,ALL,1860126.73,0.01%
1997,VNM,KNA,ALL,41868.48,0.00%
1997,VNM,LCA,ALL,354100.24,0.00%
1997,VNM,MEX,ALL,240946420.5,0.69%
1997,VNM,NIC,ALL,6161858.01,0.02%
1997,VNM,TTO,ALL,1682899.23,0.00%
1997,VNM,AUS,ALL,1315286.34,0.00%
1997,VNM,NZL,ALL,1363.11,0.00%
1997,VNM,PYF,ALL,80680.31,0.00%
1997,VNM,BOL,ALL,658686.46,0.00%
1997,VNM,BRA,ALL,33715868.28,0.10%
1997,VNM,CHL,ALL,321907.93,0.00%
1997,VNM,COL,ALL,3964397.86,0.01%
1997,VNM,ECU,ALL,149970.94,0.00%
1997,VNM,GUY,ALL,41545.47,0.00%
1997,VNM,PER,ALL,1130928.59,0.00%
1997,VNM,URY,ALL,705858.96,0.00%
1997,VNM,VEN,ALL,44057.91,0.00%
1998,VNM,BEN,ALL,2892637.48,0.01%
1998,VNM,BFA,ALL,1498090.16,0.00%
1998,VNM,CAF,ALL,46335.68,0.00%
1998,VNM,CIV,ALL,216750.68,0.00%
1998,VNM,CMR,ALL,162192.82,0.00%
1998,VNM,CPV,ALL,26896.54,0.00%
1998,VNM,DZA,ALL,3190483,0.01%
1998,VNM,EGY,ALL,637530,0.00%
1998,VNM,ETH,ALL,3299966.93,0.01%
1998,VNM,GAB,ALL,207276.84,0.00%
1998,VNM,GHA,ALL,3945873.72,0.01%
1998,VNM,GMB,ALL,63624.08,0.00%
1998,VNM,KEN,ALL,91202.03,0.00%
1998,VNM,MDG,ALL,206030.27,0.00%
1998,VNM,MLI,ALL,189880.95,0.00%
1998,VNM,MUS,ALL,1198572.73,0.00%
1998,VNM,NER,ALL,59927.19,0.00%
1998,VNM,NGA,ALL,650856.64,0.00%
1998,VNM,SDN,ALL,1033350.54,0.00%
1998,VNM,SEN,ALL,147178.61,0.00%
1998,VNM,TGO,ALL,1455159.52,0.00%
1998,VNM,TUN,ALL,2070900.47,0.01%
1998,VNM,TZA,ALL,192131.59,0.00%
1998,VNM,UGA,ALL,218952.14,0.00%
1998,VNM,ZAF,ALL,2040949,0.01%
1998,VNM,ZMB,ALL,226382.82,0.00%
1998,VNM,AZE,ALL,129125.14,0.00%
1998,VNM,BGD,ALL,24240422.94,0.07%
1998,VNM,BRN,ALL,2462066.94,0.01%
1998,VNM,CHN,ALL,49851196.57,0.14%
1998,VNM,GEO,ALL,356274,0.00%
1998,VNM,HKG,ALL,41766532.28,0.12%
1998,VNM,IDN,ALL,3794490.89,0.01%
1998,VNM,IND,ALL,31646551.09,0.09%
1998,VNM,IRN,ALL,157230.59,0.00%
1998,VNM,JPN,ALL,211338449.4,0.61%
1998,VNM,KOR,ALL,837864.84,0.00%
1998,VNM,LBN,ALL,38609047.19,0.11%
1998,VNM,MAC,ALL,6682409.52,0.02%
1998,VNM,MDV,ALL,182324.4,0.00%
1998,VNM,MNG,ALL,54915.22,0.00%
1998,VNM,MYS,ALL,27685.15,0.00%
1998,VNM,OMN,ALL,13555,0.00%
1998,VNM,SAU,ALL,42724911.36,0.12%
1998,VNM,SGP,ALL,1999585.75,0.01%
1998,VNM,THA,ALL,1277146.71,0.00%
1998,VNM,TUR,ALL,1712432.34,0.00%
1998,VNM,ALB,ALL,87993,0.00%
1998,VNM,AND,ALL,192884.22,0.00%
1998,VNM,AUT,ALL,2807685.64,0.01%
1998,VNM,BGR,ALL,2233624.75,0.01%
1998,VNM,BLR,ALL,3070273.52,0.01%
1998,VNM,BLX,ALL,2014848.68,0.01%
1998,VNM,CHE,ALL,856188.57,0.00%
1998,VNM,CZE,ALL,625188.71,0.00%
1998,VNM,DEU,ALL,29623390.32,0.09%
1998,VNM,DNK,ALL,1547625.28,0.00%
1998,VNM,ESP,ALL,7339237.24,0.02%
1998,VNM,EST,ALL,148577.4,0.00%
1998,VNM,FIN,ALL,49633.96,0.00%
1998,VNM,FRA,ALL,15874261.09,0.05%
1998,VNM,GBR,ALL,1175696.76,0.00%
1998,VNM,GRC,ALL,43359609.68,0.12%
1998,VNM,HRV,ALL,324911.28,0.00%
1998,VNM,HUN,ALL,553122.13,0.00%
1998,VNM,IRL,ALL,11000526.24,0.03%
1998,VNM,ITA,ALL,1411094.57,0.00%
1998,VNM,LTU,ALL,230012.22,0.00%
1998,VNM,LVA,ALL,16262,0.00%
1998,VNM,MDA,ALL,120681,0.00%
1998,VNM,MKD,ALL,23820.28,0.00%
1998,VNM,NLD,ALL,4009683.52,0.01%
1998,VNM,NOR,ALL,4884,0.00%
1998,VNM,POL,ALL,10227912.81,0.03%
1998,VNM,PRT,ALL,68877.1,0.00%
1998,VNM,ROU,ALL,366593.17,0.00%
1998,VNM,RUS,ALL,8275783.17,0.02%
1998,VNM,SVK,ALL,816962.57,0.00%
1998,VNM,SVN,ALL,4405859.01,0.01%
1998,VNM,SWE,ALL,318987.88,0.00%
1998,VNM,UKR,ALL,12437023.21,0.04%
1998,VNM,YUG,ALL,73958.53,0.00%
1998,VNM,BHS,ALL,35504.42,0.00%
1998,VNM,BRB,ALL,54665.17,0.00%
1998,VNM,CAN,ALL,343905.08,0.00%
1998,VNM,CRI,ALL,5211472.31,0.02%
1998,VNM,GRL,ALL,5932.18,0.00%
1998,VNM,GTM,ALL,2260841.77,0.01%
1998,VNM,HND,ALL,4391761.86,0.01%
1998,VNM,JAM,ALL,1949925.13,0.01%
1998,VNM,LCA,ALL,317221.75,0.00%
1998,VNM,MEX,ALL,100420898,0.29%
1998,VNM,SLV,ALL,4844854.65,0.01%
1998,VNM,TTO,ALL,2458977.82,0.01%
1998,VNM,AUS,ALL,4577761.75,0.01%
1998,VNM,NZL,ALL,5308.93,0.00%
1998,VNM,PNG,ALL,135136.36,0.00%
1998,VNM,PYF,ALL,86522.99,0.00%
1998,VNM,BOL,ALL,1377853.05,0.00%
1998,VNM,BRA,ALL,45114593.74,0.13%
1998,VNM,CHL,ALL,256157.68,0.00%
1998,VNM,COL,ALL,3586311.07,0.01%
1998,VNM,ECU,ALL,194185.27,0.00%
1998,VNM,GUY,ALL,70334.81,0.00%
1998,VNM,PER,ALL,2738516.23,0.01%
1998,VNM,PRY,ALL,377471.7,0.00%
1998,VNM,URY,ALL,2412669.32,0.01%
1998,VNM,VEN,ALL,166872.29,0.00%
1999,VNM,BEN,ALL,1985812.69,0.01%
1999,VNM,BFA,ALL,384014.99,0.00%
1999,VNM,CAF,ALL,1851.64,0.00%
1999,VNM,CIV,ALL,355912.79,0.00%
1999,VNM,CMR,ALL,2502.51,0.00%
1999,VNM,CPV,ALL,65814.3,0.00%
1999,VNM,DZA,ALL,5240085,0.02%
1999,VNM,EGY,ALL,965768.71,0.00%
1999,VNM,ETH,ALL,2443034.03,0.01%
1999,VNM,GAB,ALL,110663.41,0.00%
1999,VNM,GHA,ALL,5025691.23,0.01%
1999,VNM,GMB,ALL,1249302.88,0.00%
1999,VNM,KEN,ALL,364960.77,0.00%
1999,VNM,MDG,ALL,190125.61,0.00%
1999,VNM,MLI,ALL,230252.25,0.00%
1999,VNM,MUS,ALL,1419988.63,0.00%
1999,VNM,NER,ALL,28664.92,0.00%
1999,VNM,NGA,ALL,330483.92,0.00%
1999,VNM,SDN,ALL,1263857.54,0.00%
1999,VNM,SEN,ALL,112622.49,0.00%
1999,VNM,STP,ALL,395902.61,0.00%
1999,VNM,TGO,ALL,276047.71,0.00%
1999,VNM,TUN,ALL,1967913.03,0.01%
1999,VNM,TZA,ALL,950920.02,0.00%
1999,VNM,UGA,ALL,225559.52,0.00%
1999,VNM,ZAF,ALL,3009721,0.01%
1999,VNM,ARM,ALL,18210,0.00%
1999,VNM,AZE,ALL,75865.65,0.00%
1999,VNM,CHN,ALL,38343315.04,0.11%
1999,VNM,GEO,ALL,20522,0.00%
1999,VNM,HKG,ALL,45485755.29,0.13%
1999,VNM,IDN,ALL,902981.45,0.00%
1999,VNM,IND,ALL,15443095.31,0.04%
1999,VNM,JOR,ALL,175881,0.00%
1999,VNM,JPN,ALL,195611144.6,0.56%
1999,VNM,KOR,ALL,14146148.88,0.04%
1999,VNM,LBN,ALL,32348040.24,0.09%
1999,VNM,LKA,ALL,2368,0.00%
1999,VNM,MAC,ALL,27403128.48,0.08%
1999,VNM,MDV,ALL,332439.91,0.00%
1999,VNM,MNG,ALL,20351.38,0.00%
1999,VNM,MYS,ALL,1683505.34,0.00%
1999,VNM,OMN,ALL,24115.58,0.00%
1999,VNM,SAU,ALL,52373771.73,0.15%
1999,VNM,SGP,ALL,1271263.71,0.00%
1999,VNM,THA,ALL,2716720.7,0.01%
1999,VNM,TUR,ALL,5581273.38,0.02%
1999,VNM,ALB,ALL,131453.73,0.00%
1999,VNM,AND,ALL,118431,0.00%
1999,VNM,AUT,ALL,2508683.29,0.01%
1999,VNM,BGR,ALL,1916107.18,0.01%
1999,VNM,BLR,ALL,2729603.49,0.01%
1999,VNM,BLX,ALL,308796.65,0.00%
1999,VNM,CHE,ALL,1185125.88,0.00%
1999,VNM,CZE,ALL,457543.91,0.00%
1999,VNM,DEU,ALL,24581114.82,0.07%
1999,VNM,DNK,ALL,2682540.53,0.01%
1999,VNM,ESP,ALL,9303676.31,0.03%
1999,VNM,EST,ALL,254439.4,0.00%
1999,VNM,FIN,ALL,31914.1,0.00%
1999,VNM,FRA,ALL,10020822.15,0.03%
1999,VNM,GBR,ALL,2067532.03,0.01%
1999,VNM,GRC,ALL,1611037.44,0.00%
1999,VNM,HRV,ALL,84600.12,0.00%
1999,VNM,HUN,ALL,251597.47,0.00%
1999,VNM,IRL,ALL,23594151.04,0.07%
1999,VNM,ITA,ALL,2070383.84,0.01%
1999,VNM,LTU,ALL,27986,0.00%
1999,VNM,LVA,ALL,8773,0.00%
1999,VNM,MDA,ALL,113935.2,0.00%
1999,VNM,MKD,ALL,76207.3,0.00%
1999,VNM,NLD,ALL,2908721.61,0.01%
1999,VNM,POL,ALL,6396334.47,0.02%
1999,VNM,PRT,ALL,295389.68,0.00%
1999,VNM,ROU,ALL,461703.43,0.00%
1999,VNM,RUS,ALL,7021722.88,0.02%
1999,VNM,SVK,ALL,443360.99,0.00%
1999,VNM,SVN,ALL,3151635.13,0.01%
1999,VNM,SWE,ALL,216345.08,0.00%
1999,VNM,UKR,ALL,6558921.73,0.02%
1999,VNM,YUG,ALL,33000,0.00%
1999,VNM,ATG,ALL,1496187.09,0.00%
1999,VNM,BHS,ALL,13024,0.00%
1999,VNM,BLZ,ALL,20039.74,0.00%
1999,VNM,BRB,ALL,255286.29,0.00%
1999,VNM,CAN,ALL,149676,0.00%
1999,VNM,CRI,ALL,5099349.49,0.02%
1999,VNM,CUB,ALL,8763099.95,0.03%
1999,VNM,DMA,ALL,22584.04,0.00%
